ID,HS_ENGLISH,HS_MATH,HS_HISTORY,HS_LAB_SCIENCES,HS_FOREIGN_LANGUAGE,HS_ART,HS_ELECTIVES,HS_GPA,sex,WRITINGScore,GraduateONTime,Major
841,8,8,6,4,6,3,0,3.683023467,0,362,1,MKTG
842,8,7,5,4,7,16,1,2.414426404,1,553,0,ACCT
843,8,8,5,10,6,2,3,4.197625635,1,543,1,FIN
844,8,6,6,4,4,3,2,3.139106773,1,464,0,MGMT
845,8,10,6,4,8,12,0,3.228570201,0,598,0,MGMT
846,8,10,5,8,8,2,3,3.290720646,0,471,0,FIN
847,8,8,6,6,6,2,3,3.220986891,0,494,1,FIN
848,8,6,6,10,6,9,2,3.745550147,1,507,0,MGMT
849,8,6,4,4,4,4,2,2.57909275,0,439,0,MKTG
850,8,10,7,7,8,2,2,3.623944728,1,567,0,MKTG
851,8,8,6,4,4,2,0,4.045049179,1,374,0,ACCT
852,8,10,7,8,6,2,2,3.715952742,1,588,0,MGMT
853,8,8,6,6,6,4,0,2.532057094,0,509,0,MGMT
854,8,8,8,4,6,3,4,3.591400716,0,382,1,MGMT
855,8,8,6,6,6,2,2,3.705681432,0,572,0,I S
856,8,10,5,8,4,2,4,2.793076271,1,454,0,FIN
857,8,6,6,8,4,2,0,3.125310711,1,360,0,MGMT
858,9,8,8,7,6,3,1,3.395514292,1,510,1,FIN
859,8,6,5,4,8,3,4,3.472651957,0,386,0,ACCT
860,8,6,6,8,6,2,0,3.782450318,1,424,0,MGMT
861,8,10,6,7,8,2,0,3.983171585,0,520,1,FIN
862,8,10,6,4,6,10,3,3.864548223,0,437,1,ACCT
863,8,8,6,8,6,5,1,2.510627826,1,557,1,FIN
864,10,10,6,6,4,6,4,3.547385805,0,492,0,MKTG
865,8,10,8,9,6,11,3,2.989955148,1,579,0,ACCT
866,8,10,6,6,6,4,3,4.03919313,1,509,1,FIN
867,8,8,6,8,5,4,0,3.598257976,0,534,1,FIN
868,8,9,6,4,6,4,2,3.582627366,1,385,0,ACCT
869,8,10,6,4,4,2,0,3.215958783,0,510,0,FIN
870,8,10,6,6,6,2,5,3.086315335,0,577,0,ACCT
871,8,10,8,6,6,10,4,3.613099965,0,489,0,ACCT
872,8,10,6,6,8,2,0,3.612710976,0,418,0,ACCT
873,8,8,6,4,4,4,0,2.601297506,1,457,0,FIN
874,8,6,6,6,6,6,1,3.115230949,0,470,0,MGMT
875,8,8,5,8,10,2,1,3.184580417,0,500,0,MKTG
876,8,6,6,4,4,6,2,3.192670476,0,509,0,MKTG
877,8,6,8,6,8,4,4,3.516502512,0,491,0,MKTG
878,8,8,5,8,6,2,3,4.064844291,0,515,1,MGMT
879,8,10,5,4,4,2,3,3.023157002,0,440,0,MGMT
880,8,6,6,6,6,4,3,3.386952917,0,428,0,MKTG
881,8,8,6,8,6,3,0,3.965329025,0,518,0,MGMT
882,8,10,8,8,8,2,2,4.188736789,0,587,1,MKTG
883,8,8,6,4,4,2,2,3.232441463,1,414,0,I S
884,8,10,5,6,6,6,0,2.900005264,1,640,1,MKTG
885,8,10,8,6,6,2,4,3.534645884,0,582,0,FIN
886,10,10,6,8,8,2,2,3.795124771,0,437,0,MKTG
887,8,6,7,6,6,2,3,3.113228599,1,379,1,ACCT
888,8,8,6,8,4,7,0,3.145753319,0,515,0,FIN
889,8,9,6,5,6,2,2,3.666110874,0,518,0,MGMT
890,8,10,6,8,8,7,1,4.06223854,1,607,0,ACCT
891,8,8,6,4,4,9,0,3.114037071,0,449,0,MGMT
892,8,6,6,6,8,2,2,3.612020014,0,443,1,FIN
893,8,7,6,6,6,2,1,3.597682948,0,514,0,MGMT
894,8,9,8,8,6,2,0,3.80749987,1,466,0,FIN
895,8,7,6,6,4,16,2,3.515690647,0,649,1,MGMT
896,8,8,6,6,6,2,0,2.848964518,0,573,0,FIN
897,8,10,6,8,8,4,2,4.10026122,0,628,0,MKTG
898,8,8,6,6,4,4,0,3.149598883,1,460,0,FIN
899,8,8,5,6,8,2,3,3.974060689,1,412,0,MGMT
900,8,10,6,8,8,4,2,3.392481557,0,487,0,ACCT
901,8,8,6,5,4,8,2,2.776818304,1,370,1,ACCT
902,8,8,7,8,4,6,2,3.194448589,1,534,1,FIN
903,8,8,8,8,6,4,0,3.834761431,0,443,0,MGMT
904,8,7,8,6,4,3,1,3.682086874,0,402,0,ACCT
905,8,8,6,6,4,3,2,3.635058976,1,481,0,MGMT
906,8,10,8,8,8,2,2,3.991396277,0,456,0,MKTG
907,8,10,6,6,8,2,2,3.265264361,1,579,0,MGMT
908,8,8,9,10,4,2,0,3.349673199,0,392,1,FIN
909,8,12,6,6,6,4,0,3.939116391,0,459,1,ACCT
910,8,8,6,6,10,2,0,2.714596666,0,444,0,ACCT
911,8,8,6,8,8,2,2,3.005847242,0,538,0,MGMT
912,8,6,5,6,6,6,2,3.350527789,0,490,1,ACCT
913,8,10,6,6,6,2,2,2.938572586,0,470,0,FIN
914,8,10,9,6,8,2,0,3.465703783,0,580,1,ACCT
915,8,10,5,6,6,2,1,2.991773001,0,482,0,MGMT
916,8,10,6,6,6,2,0,3.113284436,1,488,0,MKTG
917,8,10,6,8,6,2,0,3.36174907,0,495,0,MGMT
918,8,7,6,6,6,2,2,3.482764575,1,541,1,MGMT
919,8,6,6,8,4,4,0,2.737303869,1,547,0,ACCT
920,8,8,5,6,6,3,3,3.185177758,0,487,0,MKTG
921,8,8,6,6,6,2,0,3.067287904,1,379,0,MKTG
922,8,10,6,6,8,2,1,4.288091648,0,785,1,FIN
923,8,8,6,8,6,2,0,2.756164484,0,548,1,MKTG
924,8,7,6,6,7,2,0,3.270048698,0,482,0,MKTG
925,8,8,6,5,4,2,2,3.202014947,0,521,1,MGMT
926,8,6,6,8,4,4,0,3.817829868,1,468,0,MKTG
927,8,8,6,6,4,4,2,3.400816895,0,497,1,ACCT
928,8,8,8,6,6,2,2,3.908492587,1,639,0,FIN
929,8,7,6,8,4,6,2,3.204563169,0,389,0,MKTG
930,8,6,8,7,6,4,6,2.368030608,1,498,0,FIN
931,8,8,6,4,6,6,0,3.476736029,1,476,0,MKTG
932,8,10,5,5,8,2,9,3.458822994,0,635,0,FIN
933,8,10,8,8,5,8,2,4.112908527,1,525,1,ACCT
934,8,12,6,6,6,4,2,3.614414735,0,599,0,ACCT
935,8,10,6,6,4,8,0,4.036477062,0,496,0,MGMT
936,8,8,6,6,4,11,0,3.460023441,1,397,0,MKTG
937,8,10,5,8,6,3,1,3.8052785,1,634,0,ACCT
938,8,10,7,6,6,2,0,3.403857807,0,439,0,FIN
939,8,8,6,4,10,7,0,4.210498373,0,648,1,MKTG
940,8,6,6,4,4,2,0,4.188627021,1,299,0,I S
941,8,12,6,8,6,2,0,4.264685799,0,598,0,MGMT
942,8,8,6,8,6,2,0,3.388131702,1,454,0,FIN
943,9,6,8,5,4,4,0,2.502079505,0,619,0,FIN
944,10,10,8,8,4,4,0,3.346291281,0,408,0,MGMT
945,8,10,5,7,6,2,2,2.702028236,0,492,0,MKTG
946,8,8,6,6,4,4,1,3.626097593,0,480,0,FIN
947,8,9,6,4,6,6,2,3.801212844,0,468,0,FIN
948,8,7,5,8,8,3,0,3.079846722,1,496,0,ACCT
949,8,10,8,8,6,2,0,3.028726685,1,519,0,ACCT
950,8,6,6,8,10,2,0,3.402349395,1,352,0,MKTG
951,8,8,6,6,6,3,2,3.551377081,0,462,1,I S
952,8,10,10,6,6,2,2,3.615507709,0,496,1,MGMT
953,8,8,5,4,8,8,4,3.77886081,1,545,0,MKTG
954,8,8,6,6,8,2,0,2.854274268,0,434,0,MGMT
955,8,6,6,7,8,2,0,2.928861921,1,354,1,MKTG
956,8,8,7,7,6,2,4,3.561449886,0,576,1,ACCT
957,8,8,6,7,4,2,0,3.680384716,0,525,0,ACCT
958,8,8,8,8,6,10,0,3.487728801,0,620,0,FIN
959,8,10,5,6,6,4,1,4.136483795,0,626,0,MGMT
960,8,10,6,8,6,12,0,3.66480599,1,638,0,MKTG
961,8,6,6,8,4,2,3,3.264495983,0,429,1,FIN
962,8,8,6,8,6,2,0,3.436710728,1,362,0,MKTG
963,10,10,6,8,8,4,0,3.533203321,0,431,0,MKTG
964,8,6,6,6,8,2,0,3.479315256,0,370,0,FIN
965,8,10,6,6,4,2,2,3.612717745,1,446,0,MGMT
966,8,10,6,6,4,2,2,3.910648964,0,239,0,MKTG
967,8,10,6,6,4,2,2,3.819095604,1,547,0,MKTG
968,8,6,6,8,6,2,2,3.463846113,0,649,0,MGMT
969,8,6,6,6,4,2,2,2.826169328,1,326,0,FIN
970,8,8,8,6,6,2,0,3.830752939,1,557,0,FIN
971,8,8,6,8,8,4,1,3.763167863,0,543,1,ACCT
972,8,12,6,8,6,3,0,3.88291777,0,483,0,MGMT
973,8,10,6,8,6,2,0,3.500614064,0,532,0,MKTG
974,8,6,7,6,6,2,0,2.958879153,0,644,1,FIN
975,8,8,7,8,6,2,0,3.434155034,0,498,1,MGMT
976,8,8,6,6,4,2,1,3.804336332,0,373,1,MGMT
977,8,6,4,6,4,3,2,3.169294025,1,427,0,MGMT
978,8,10,7,6,4,4,2,2.92224219,0,473,0,ACCT
979,8,10,5,8,6,2,1,3.485944476,1,516,0,MGMT
980,8,10,6,8,6,4,0,3.650988475,0,494,0,ACCT
981,8,9,6,7,6,2,0,3.469655903,0,436,0,MGMT
982,8,8,6,6,4,4,0,2.990390918,1,426,1,ACCT
983,8,10,5,8,6,2,1,3.791974977,1,546,0,FIN
984,8,7,6,4,8,4,0,2.897821478,0,376,0,ACCT
985,8,8,5,6,10,6,1,3.089481462,1,411,0,FIN
986,8,8,5,6,4,2,1,2.262521061,0,500,0,MGMT
987,8,8,5,4,6,2,4,2.702247505,0,415,0,FIN
988,8,10,7,8,4,12,2,3.967563436,1,665,0,MKTG
989,10,10,5,6,4,6,3,3.255474455,0,417,0,MGMT
990,8,8,8,6,8,2,8,3.745745376,0,535,1,MGMT
991,8,9,6,8,8,2,2,2.874664504,0,540,0,MKTG
992,8,6,6,6,6,6,2,3.470086715,0,536,0,MGMT
993,8,10,6,6,6,2,0,4.077411178,0,568,1,FIN
994,8,6,6,8,4,2,0,3.004571287,1,453,0,MKTG
995,8,8,9,10,4,2,1,2.652038176,0,535,1,MGMT
996,8,8,7,6,6,3,2,3.002898464,1,441,0,MGMT
997,8,10,6,7,6,2,0,3.910182829,0,443,1,ACCT
998,8,10,6,8,6,6,0,3.267000618,0,515,0,MGMT
999,8,8,7,8,8,2,1,3.474561389,0,459,0,MKTG
1000,8,6,6,6,4,16,9,3.690759513,0,552,1,FIN
