ID,HS_ENGLISH,HS_MATH,HS_HISTORY,HS_LAB_SCIENCES,HS_FOREIGN_LANGUAGE,HS_ART,HS_ELECTIVES,HS_GPA,sex,WRITINGScore,GraduateONTime,Major
416,8,8,6,8,4,2,2,3.816008928,1,387,0,FIN
417,8,8,5,6,4,6,2,2.684679038,1,503,0,FIN
418,8,8,8,6,6,2,0,4.045365643,1,654,1,FIN
419,8,10,6,8,8,4,0,3.094640598,0,398,0,ACCT
420,8,8,6,6,8,2,0,3.106748527,1,496,0,FIN
421,8,6,6,6,8,2,0,3.787169334,0,564,0,MGMT
422,8,8,5,8,6,2,0,2.923692086,0,546,1,ACCT
423,8,6,6,4,6,4,2,3.428480926,0,424,1,MGMT
424,8,8,6,6,6,7,0,3.744998537,0,632,1,FIN
425,8,8,6,8,4,14,3,3.541052293,0,431,0,MKTG
426,8,8,6,6,6,4,2,4.162311286,0,471,0,FIN
427,8,8,6,9,6,8,2,3.153910538,0,485,0,FIN
428,8,8,6,4,4,3,2,3.584059042,0,521,0,MGMT
429,8,8,6,6,8,2,2,2.977531082,0,382,0,MGMT
430,8,8,7,6,6,15,4,3.1545078,1,615,1,MKTG
431,8,12,6,6,4,2,4,3.793119288,1,542,0,MGMT
432,8,7,8,6,8,2,2,3.651799302,1,487,0,MKTG
433,8,8,6,5,8,2,0,3.020117447,0,442,0,ACCT
434,8,10,8,6,7,4,2,2.981547035,0,488,0,FIN
435,8,8,8,8,6,8,2,4.197100175,0,603,0,MKTG
436,8,10,6,6,8,4,0,3.676508267,0,524,0,FIN
437,8,8,6,6,6,3,1,3.193614843,1,439,1,MGMT
438,8,8,5,4,4,7,1,2.968072435,1,479,1,FIN
439,8,8,6,5,6,2,0,2.543848187,1,481,0,ACCT
440,8,10,6,8,6,4,0,3.955882774,1,344,0,MGMT
441,8,10,8,6,6,4,6,2.754392614,1,733,0,MGMT
442,8,6,7,8,4,4,2,3.293511811,0,609,0,ACCT
443,8,6,6,6,6,8,3,3.496746851,0,528,1,MGMT
444,8,6,6,6,6,4,0,2.769752192,1,444,0,FIN
445,10,9,6,8,6,2,5,3.57044784,1,488,0,I S
446,8,8,6,6,4,4,0,3.072236143,0,494,0,FIN
447,8,10,6,8,6,2,2,3.623256257,0,567,1,I S
448,8,8,6,6,6,5,2,3.615198966,0,651,1,ACCT
449,8,10,9,6,4,5,0,3.712493767,0,536,0,MKTG
450,8,6,6,6,4,2,0,2.329981093,1,404,0,FIN
451,8,7,6,8,4,2,2,3.527532438,1,414,1,FIN
452,8,6,5,6,6,6,1,2.591485841,1,463,0,MKTG
453,12,8,10,8,4,2,0,3.100325241,0,427,0,ACCT
454,8,10,9,8,8,4,5,3.565273389,0,580,0,FIN
455,8,6,6,6,4,8,2,2.917343328,1,523,0,ACCT
456,8,10,6,6,6,10,0,3.574111114,1,518,0,ACCT
457,8,10,8,8,8,2,0,3.65882536,0,637,0,FIN
458,8,6,6,8,4,2,3,3.311902267,0,381,1,FIN
459,8,6,6,4,6,2,0,3.054221053,0,414,0,MKTG
460,8,9,6,8,4,2,0,3.248172215,0,423,1,MGMT
461,8,8,4,4,4,2,2,2.978684017,1,417,0,MGMT
462,8,8,6,4,6,2,2,3.782849035,0,458,1,ACCT
463,8,6,6,6,8,4,4,2.915482154,0,438,1,ACCT
464,8,6,6,6,6,5,0,3.230724662,0,442,0,MGMT
465,8,10,6,8,6,6,0,3.355110297,0,519,1,MKTG
466,8,7,6,8,4,3,4,3.17566291,1,417,0,MGMT
467,8,8,6,6,6,2,2,3.814743079,1,425,0,MGMT
468,8,8,6,6,4,7,0,3.758789593,0,451,0,FIN
469,10,7,4,6,4,3,2,4.200882583,0,565,0,MKTG
470,8,6,8,4,6,2,2,3.234761614,0,501,0,FIN
471,8,10,5,6,4,2,4,3.822739109,0,543,0,ACCT
472,8,8,7,8,6,4,0,3.026729573,1,492,1,MKTG
473,8,9,6,6,7,2,0,3.179431904,1,504,1,MGMT
474,10,8,8,6,4,4,10,3.782825947,0,485,1,FIN
475,8,6,6,4,6,3,2,3.125914488,1,386,0,MKTG
476,9,10,6,6,4,2,4,4.124334858,1,561,1,MGMT
477,8,8,7,8,6,3,0,3.195089545,0,488,0,ACCT
478,8,8,6,6,4,6,0,3.950725582,0,429,0,MKTG
479,8,10,6,6,6,2,2,3.453066047,0,468,0,FIN
480,8,10,6,6,4,3,1,3.31108405,1,507,0,ACCT
481,8,8,7,6,4,4,0,3.017597491,1,450,0,FIN
482,9,10,5,10,4,2,0,2.75213413,1,427,0,MGMT
483,10,10,6,8,6,7,3,3.462089552,0,540,0,MGMT
484,8,10,5,4,6,6,4,3.752038138,1,478,0,MGMT
485,8,8,6,6,6,2,2,3.124195393,1,412,0,MKTG
486,8,10,6,6,6,2,2,4.042953411,0,548,1,I S
487,8,8,6,8,6,3,0,2.756856912,0,460,1,I S
488,8,6,5,6,4,3,2,3.185641594,1,384,0,MGMT
489,8,6,6,6,6,2,0,3.002025555,0,426,0,MKTG
490,8,10,5,6,6,2,2,2.967834847,1,541,0,I S
491,8,12,6,4,6,6,0,3.92293741,1,506,0,FIN
492,8,8,6,6,6,5,0,3.010171223,1,427,0,MGMT
493,8,6,4,8,6,10,4,3.292258609,0,414,0,MKTG
494,8,10,6,4,6,2,2,3.987451764,0,581,0,MGMT
495,8,8,7,8,4,6,0,3.445747885,1,442,0,MGMT
496,8,8,5,6,4,2,6,3.745510952,0,665,1,MGMT
497,8,8,6,6,8,2,0,3.843470868,1,475,1,MKTG
498,8,6,6,8,6,2,0,3.524198749,0,527,1,I S
499,8,6,5,8,4,4,3,2.688758846,1,436,0,ACCT
500,8,8,6,6,8,2,3,3.372506973,0,555,0,MKTG
501,8,6,5,4,4,9,4,3.342754285,0,445,0,MKTG
502,8,10,6,8,6,2,0,3.967928459,1,490,0,FIN
503,8,10,6,8,6,2,0,3.860620542,1,560,0,ACCT
504,8,6,4,6,4,4,5,2.713320012,1,339,0,FIN
505,8,10,6,8,4,2,2,3.931059918,1,479,1,FIN
506,8,6,6,6,8,2,0,2.433293774,1,512,0,MKTG
507,8,6,5,6,4,10,0,3.260970843,0,372,0,MKTG
508,8,7,8,6,6,2,0,4.069473868,0,370,0,FIN
509,8,8,5,7,5,3,0,3.543156729,0,548,0,I S
510,8,6,6,4,7,9,0,3.563754922,0,422,0,FIN
511,8,8,6,8,8,4,0,3.746757966,1,448,0,ACCT
512,8,9,6,4,4,2,2,4.258777538,1,523,1,MGMT
513,8,12,6,8,6,2,1,3.805939435,1,479,0,I S
514,8,8,6,6,6,2,4,3.417206222,0,468,0,FIN
515,8,10,7,6,6,2,2,4.227309047,1,569,0,ACCT
516,8,8,6,6,6,2,2,3.47642168,1,494,0,FIN
517,8,8,6,8,6,2,0,3.775981813,1,522,0,FIN
518,8,8,6,6,4,4,3,3.745870882,0,381,0,MGMT
519,8,9,6,4,4,10,0,3.761283221,0,470,0,MKTG
520,8,10,6,6,8,2,0,2.890516459,0,345,0,ACCT
521,8,8,6,6,4,6,4,2.973203519,1,334,1,MGMT
522,8,10,6,8,6,2,0,3.830929392,0,582,1,FIN
523,8,8,6,7,4,8,1,3.035323443,1,430,0,FIN
524,8,8,6,8,6,4,0,3.992609403,1,596,0,MGMT
525,8,6,6,8,6,2,1,2.814449327,0,554,0,FIN
526,8,8,6,6,6,2,0,2.757361932,0,440,1,ACCT
527,8,9,6,12,8,6,2,3.067037522,0,466,0,ACCT
528,8,14,6,8,6,4,2,3.291944948,1,629,0,I S
529,8,8,5,5,6,2,2,3.469455487,0,470,0,ACCT
530,8,8,6,4,6,8,2,3.919226061,1,462,0,MGMT
531,8,11,8,8,6,6,2,3.877925556,0,575,0,FIN
532,12,10,6,5,4,6,2,3.560617147,0,503,1,MGMT
533,9,8,6,6,8,7,0,4.34931012,1,420,0,ACCT
534,8,8,6,6,6,2,0,3.391464767,0,493,1,FIN
535,8,10,6,6,4,3,0,3.005128431,1,456,0,I S
536,8,8,6,6,8,2,2,3.348659295,0,351,0,MGMT
537,8,10,6,6,8,4,2,3.486424088,0,669,0,MGMT
538,8,9,7,5,4,3,1,3.453788692,0,579,0,MGMT
539,8,10,5,8,6,2,2,3.349170855,1,377,0,FIN
540,8,8,5,6,6,3,3,2.271290421,0,473,0,FIN
541,8,8,8,7,8,2,2,3.76209445,0,480,0,ACCT
542,8,8,6,6,8,2,2,3.356557941,1,466,1,ACCT
543,9,10,8,6,4,4,4,4.259407436,0,522,0,ACCT
544,8,8,6,6,6,4,0,2.924179363,0,532,0,MGMT
545,8,6,6,6,6,4,3,3.077621176,1,479,1,MKTG
546,8,8,6,4,4,4,2,3.104549533,1,550,1,MGMT
547,8,8,6,5,7,2,1,2.826778273,1,551,0,MKTG
548,8,10,6,8,8,4,0,3.471204912,0,497,0,MKTG
549,8,6,6,4,4,3,0,2.419564048,0,440,0,FIN
550,8,12,6,8,8,2,4,3.754599864,0,604,0,MKTG
551,8,10,6,8,8,3,2,3.543827415,0,513,0,FIN
552,8,8,7,6,4,2,0,2.558477852,1,542,0,MKTG
553,8,8,8,6,4,2,0,2.724838147,1,488,0,MGMT
554,8,7,6,4,4,4,0,4.220518309,0,568,1,MGMT
555,10,10,6,10,8,2,4,4.365854857,0,495,0,FIN
556,8,8,6,6,8,2,2,3.331516093,0,470,0,MKTG
557,8,8,8,6,4,4,0,3.658514158,0,363,0,MGMT
558,8,6,6,8,8,4,2,3.098035686,1,440,0,FIN
559,8,6,5,4,4,2,1,3.129566642,0,478,0,FIN
560,8,10,4,6,6,6,4,3.991408152,0,578,0,ACCT
561,8,6,4,4,6,4,0,2.527234892,1,473,1,MGMT
562,8,10,6,8,10,4,2,3.976888957,0,555,1,FIN
563,8,10,6,8,8,2,0,4.544668409,0,470,1,MKTG
564,8,10,6,6,8,2,0,3.649020609,1,513,0,ACCT
565,8,8,7,7,8,2,0,3.140565112,1,532,0,MGMT
566,8,8,6,10,5,2,1,2.79377142,1,504,0,FIN
567,8,6,7,4,8,2,1,2.692022898,1,491,0,MGMT
568,8,8,8,6,4,2,0,3.724945691,0,583,0,MGMT
569,8,8,6,6,6,4,2,3.603710442,0,509,0,FIN
570,8,8,9,5,8,2,0,3.403293408,1,552,0,FIN
571,8,8,5,4,4,3,3,3.651364683,0,516,1,ACCT
572,8,8,6,6,6,2,0,4.250326382,0,593,0,MKTG
573,8,8,6,8,4,6,0,4.182664032,0,518,0,FIN
574,8,8,6,8,6,2,0,3.025828342,1,537,0,ACCT
575,8,10,5,6,4,4,3,4.06702024,1,526,1,FIN
576,8,6,6,6,6,2,4,4.137775867,0,339,0,MKTG
577,8,10,6,6,4,8,0,3.275073817,1,473,0,FIN
578,8,12,6,6,6,9,0,3.929795122,0,502,0,FIN
579,8,8,6,8,6,2,0,3.69140284,1,564,0,MGMT
580,8,8,6,6,4,2,2,4.117240848,1,533,0,MGMT
581,8,7,6,6,8,5,2,3.505552469,0,468,0,MGMT
582,8,12,6,8,6,4,0,3.717647297,0,446,0,MKTG
583,8,10,5,8,4,2,1,3.031002146,1,491,0,MGMT
584,8,6,6,8,4,2,0,3.144499333,1,418,1,MKTG
585,8,10,9,7,4,2,2,3.8464832,1,540,0,MGMT
586,8,8,6,8,4,4,0,3.622527792,1,406,0,MKTG
587,8,8,6,8,6,2,2,3.205225648,0,486,0,MKTG
588,8,8,8,8,8,6,0,3.113528943,0,485,0,MGMT
589,8,6,6,6,6,2,2,3.135532189,0,559,0,MGMT
590,10,6,8,6,8,2,4,3.664607237,0,361,0,FIN
591,8,8,6,6,4,2,2,3.416008081,1,515,0,ACCT
592,8,7,7,8,8,2,0,3.870360203,0,501,0,FIN
593,8,8,8,6,6,5,0,3.502685639,0,506,0,ACCT
594,8,8,6,6,4,6,0,4.024000788,0,294,0,FIN
595,8,8,6,8,8,2,2,3.776011041,0,399,0,MKTG
596,8,10,8,6,4,4,1,4.330212155,0,394,0,ACCT
597,8,8,6,8,4,2,2,3.140259377,0,388,0,MGMT
598,8,10,7,6,6,2,2,2.820592459,1,468,0,MKTG
599,8,8,6,8,6,2,0,3.14822615,1,549,0,I S
600,8,8,6,4,6,3,0,3.209469525,0,395,1,ACCT
601,10,8,7,5,4,4,3,3.901542522,0,439,0,FIN
602,8,6,5,8,10,2,3,3.591720495,0,381,0,MKTG
603,8,10,6,8,6,2,0,4.205723287,0,510,1,MGMT
604,8,10,6,6,5,2,1,3.143275934,1,518,0,ACCT
605,8,6,6,6,6,2,0,2.681970841,0,487,1,MGMT
606,8,8,6,8,8,4,2,2.699173638,1,480,0,MGMT
607,8,10,6,4,8,2,1,4.017633386,0,447,1,MKTG
608,12,7,11,8,4,4,2,3.271372067,1,540,0,ACCT
609,8,8,6,8,8,2,3,3.641010111,1,490,1,MKTG
610,8,10,7,10,6,8,0,3.838200242,1,479,0,FIN
611,8,10,6,6,4,5,0,3.195079791,1,610,0,MGMT
612,12,9,6,6,6,4,2,3.908900132,1,491,0,MKTG
613,8,8,6,8,4,2,2,3.878099428,1,399,1,ACCT
614,8,10,6,6,4,13,2,4.016358079,1,593,1,MKTG
615,8,8,8,6,6,2,0,3.560046057,1,402,0,ACCT
616,8,10,6,8,6,2,0,3.083219656,1,517,1,FIN
617,8,10,7,10,6,2,0,3.079599453,0,602,0,MGMT
618,8,8,6,6,4,2,0,3.420315744,0,469,1,MGMT
619,10,10,6,8,6,4,0,3.461188807,0,424,0,ACCT
620,8,7,6,6,10,2,1,4.041611573,0,504,0,MKTG
621,8,6,7,6,6,4,2,2.973809417,0,436,0,MKTG
622,8,10,7,8,6,2,0,3.676114283,1,517,0,ACCT
623,8,12,6,8,8,6,0,3.58735963,0,538,1,FIN
624,8,6,6,5,8,10,0,2.353596514,0,489,0,I S
625,8,10,6,8,4,4,2,3.954767872,1,611,0,MGMT
626,8,8,5,8,4,4,1,3.056519549,0,416,0,MGMT
627,8,10,4,7,8,3,4,3.96036425,0,598,0,MKTG
628,8,10,8,6,4,2,2,4.071044031,1,508,1,MKTG
629,8,10,5,8,4,2,3,3.486031863,0,573,1,I S
630,8,8,6,6,4,2,2,3.394931105,1,462,0,ACCT
631,8,6,5,8,4,7,2,2.966131605,1,481,0,ACCT
632,8,8,6,6,4,3,0,3.218437311,1,390,0,MKTG
633,8,8,6,6,6,9,0,3.741335833,1,579,1,MGMT
634,8,10,6,6,6,2,0,3.310610458,1,635,1,MGMT
635,10,12,7,6,6,4,3,3.404566185,1,514,0,FIN
636,8,7,6,8,4,4,2,3.571475016,1,428,0,FIN
637,8,8,8,8,6,2,2,3.8974953,0,539,0,MKTG
638,8,8,6,6,6,10,0,3.818481973,0,473,0,MKTG
639,8,10,6,6,6,2,2,3.518239586,0,655,0,FIN
640,8,10,6,8,6,8,2,4.078360618,0,528,0,MKTG
641,8,9,6,6,6,4,2,3.9914856,0,407,0,ACCT
642,8,10,6,6,6,6,1,2.548933338,1,403,0,MKTG
643,8,6,6,6,4,4,2,3.121791356,0,382,0,MGMT
644,8,12,7,6,4,3,2,3.718855204,1,444,0,FIN
645,8,8,6,6,7,2,0,2.893226727,1,525,0,MGMT
646,9,6,6,6,6,4,1,2.88808963,1,592,0,FIN
647,8,8,6,8,4,2,2,3.55247306,0,537,0,MGMT
648,8,6,6,8,6,4,0,3.055760767,0,392,0,ACCT
649,8,6,5,8,4,5,1,2.521775896,0,501,0,ACCT
650,8,10,6,6,6,4,2,3.204865633,0,578,1,MGMT
651,8,9,7,6,4,6,2,3.1615901,1,459,0,MGMT
652,8,8,6,8,8,2,0,3.900918486,1,433,0,MGMT
653,8,10,6,6,6,2,1,3.189160392,0,533,0,MGMT
654,8,9,5,8,4,4,4,3.973437595,1,509,0,MGMT
655,8,6,6,6,4,2,0,3.501385329,1,366,1,ACCT
656,8,6,6,6,6,4,2,3.326353471,0,492,0,ACCT
657,8,10,6,8,6,2,2,4.388499059,1,587,1,MGMT
658,8,6,6,8,10,2,2,3.592216604,0,398,0,MKTG
659,8,8,6,8,12,4,2,3.650494388,0,453,0,ACCT
660,8,10,6,8,6,6,1,3.350890807,0,505,1,ACCT
661,8,6,6,4,4,4,0,3.623565807,0,311,0,I S
662,8,10,6,8,8,10,2,4.200186671,0,400,1,MGMT
663,8,8,5,6,10,4,9,3.981648008,1,526,0,FIN
664,8,10,8,8,8,2,2,3.390169844,1,424,0,MGMT
665,8,10,6,6,6,2,4,3.742471762,0,511,0,MKTG
666,8,10,6,8,8,4,2,3.692821876,0,415,0,MKTG
667,8,10,6,8,8,2,0,3.167589531,0,492,1,I S
668,8,8,6,6,6,2,2,3.238084843,1,496,0,MGMT
669,8,6,5,4,6,2,1,3.279452137,0,477,0,MKTG
670,8,10,6,8,6,2,0,3.842371218,0,494,0,MKTG
671,8,6,6,6,8,2,2,3.836844718,0,542,1,FIN
672,8,6,5,4,4,5,1,2.614022545,1,570,0,MGMT
673,8,10,6,4,8,5,0,3.365879255,0,475,0,ACCT
674,8,8,6,6,6,4,2,3.524616938,0,419,0,I S
675,8,9,5,6,6,5,1,3.407030439,0,627,1,ACCT
676,11,8,6,5,6,2,0,3.401676643,1,511,0,MKTG
677,8,8,6,8,6,6,2,3.999684675,0,530,1,ACCT
678,8,10,8,8,5,6,0,2.67802035,0,446,0,MKTG
679,8,8,6,6,8,14,1,4.342546025,0,482,1,MGMT
680,8,9,6,8,6,8,0,3.263831729,1,673,0,MKTG
681,8,9,8,6,5,8,2,2.900043901,1,602,0,MGMT
682,8,7,8,6,4,2,0,2.925401592,1,553,0,FIN
683,8,10,6,10,6,9,1,2.959286355,1,659,0,MKTG
684,8,8,6,8,10,2,2,3.486160311,1,480,0,ACCT
685,8,12,6,8,4,2,6,3.164721142,0,592,0,FIN
686,8,7,5,6,6,2,1,3.025574747,1,405,0,MGMT
687,8,10,6,6,6,2,2,3.034565818,0,422,0,ACCT
688,8,8,6,6,4,1,1,2.852243086,1,423,0,ACCT
689,8,8,6,7,8,2,2,2.431695961,0,501,0,MGMT
690,8,10,6,6,4,2,7,3.682143703,0,441,1,I S
691,8,10,6,8,6,8,0,3.974742211,1,455,0,ACCT
692,8,9,5,7,6,2,1,4.076327306,0,610,1,ACCT
693,8,10,6,6,4,2,4,3.35988919,1,518,1,MKTG
694,8,8,6,6,4,2,6,4.092080759,1,483,0,MKTG
695,8,6,8,6,8,4,0,3.231629047,0,572,0,FIN
696,8,10,6,6,6,4,0,3.549468471,0,502,0,FIN
697,8,8,5,8,8,2,1,3.57462454,0,452,0,I S
698,8,10,8,6,6,4,2,3.466764399,1,619,0,MKTG
699,8,10,5,8,4,4,3,4.310833248,1,524,0,MGMT
700,8,8,8,6,6,4,3,4.135959852,1,509,0,MKTG
701,8,10,6,8,10,2,2,3.924339263,0,436,0,MGMT
702,8,6,6,6,4,2,0,3.224753094,0,425,0,MKTG
703,8,8,6,6,8,6,0,3.610449617,0,594,1,MGMT
704,8,8,6,6,4,2,2,3.732062922,0,444,0,FIN
705,8,8,6,5,6,4,0,4.164964011,1,663,0,MGMT
706,8,6,6,8,4,2,1,3.629305738,0,345,0,FIN
707,9,6,6,4,4,2,1,3.239628672,0,528,1,ACCT
708,8,6,8,6,10,16,0,3.617658974,0,692,0,MKTG
709,8,10,6,6,8,2,0,4.253642506,0,548,1,FIN
710,8,8,6,6,4,5,0,3.380635934,0,507,0,MKTG
711,8,8,6,8,8,2,0,3.180770503,1,490,1,MGMT
712,10,10,6,6,6,2,0,3.673081585,0,491,1,MKTG
713,8,8,7,6,6,2,1,3.240000185,0,442,0,MKTG
714,8,6,7,8,6,5,1,2.845558125,0,501,0,ACCT
715,8,12,6,8,4,10,0,3.872242753,0,547,1,MKTG
716,8,6,6,6,10,4,0,3.760870226,1,645,0,MGMT
717,8,10,8,8,4,2,2,3.007235525,0,492,0,ACCT
718,8,10,8,6,6,7,2,3.3565623,1,551,1,FIN
719,8,10,6,4,8,8,3,3.604052575,0,507,1,MGMT
720,8,10,5,6,6,2,2,2.990086041,0,489,1,FIN
721,8,8,6,4,6,2,1,2.759435504,0,414,0,I S
722,8,10,6,6,6,4,1,3.044572715,0,397,0,FIN
723,8,8,6,4,6,6,0,3.765401709,0,598,0,MGMT
724,10,8,6,8,6,14,2,3.498349934,0,541,0,MGMT
725,8,10,6,6,6,5,0,3.351694226,1,644,0,MGMT
726,8,6,4,4,4,2,4,3.082905477,1,470,0,ACCT
727,8,12,6,6,8,13,1,3.272305791,1,456,1,FIN
728,8,10,7,8,6,2,3,3.826644117,1,513,0,FIN
729,8,8,8,8,6,2,0,3.272866282,0,440,0,MGMT
730,8,6,6,6,4,2,2,2.281570436,1,577,1,MKTG
731,8,10,6,4,8,2,0,2.953122413,0,493,0,MKTG
732,8,6,6,8,4,5,2,3.801915099,1,493,0,FIN
733,8,10,8,7,6,6,0,3.681455684,0,515,0,MGMT
734,8,6,7,4,8,10,6,3.393583337,0,621,1,FIN
735,8,10,6,8,4,4,2,4.357130561,0,570,0,ACCT
736,8,7,6,6,6,3,1,2.963848884,1,570,0,FIN
737,8,6,6,4,4,3,2,3.239301886,0,608,0,MGMT
738,8,8,6,4,8,4,2,3.154673016,1,405,0,ACCT
739,8,8,6,6,6,2,0,3.56437504,1,448,0,MKTG
740,8,10,6,6,4,3,2,2.958947625,1,400,0,FIN
741,8,6,6,4,6,2,3,3.297402036,0,414,1,FIN
742,8,6,5,8,7,3,2,3.20937813,0,335,0,MGMT
743,8,8,6,10,8,2,2,4.234249036,0,621,0,MKTG
744,8,6,6,7,6,4,0,2.824908901,1,582,0,FIN
745,8,8,6,8,8,2,0,4.052912713,0,558,0,MKTG
746,8,7,6,8,6,11,0,3.468829969,0,522,1,FIN
747,8,12,6,8,8,2,2,3.693565597,0,458,0,ACCT
748,8,8,6,6,6,4,2,2.870765499,1,582,0,MGMT
749,8,10,6,8,4,2,0,3.519897881,0,673,1,ACCT
750,8,9,6,6,5,2,4,3.619270224,0,455,0,MGMT
751,8,8,6,10,6,7,0,3.271978436,0,485,0,FIN
752,8,6,6,7,8,2,2,3.602949752,0,439,0,ACCT
753,8,9,6,8,4,11,0,3.325216232,1,587,0,ACCT
754,8,8,5,6,4,2,0,2.582053861,1,392,0,FIN
755,8,6,6,5,6,2,0,2.511856867,0,606,0,MKTG
756,8,8,7,6,6,3,1,3.069983281,1,530,0,MGMT
757,8,8,6,6,6,5,2,3.04839006,0,475,1,MKTG
758,8,8,6,4,4,14,0,3.381489566,0,468,0,FIN
759,8,10,6,4,6,4,2,2.825556321,1,439,0,MKTG
760,8,8,6,8,4,4,2,3.232609685,1,598,0,MKTG
761,8,7,6,4,10,2,0,2.911625916,1,449,0,MGMT
762,8,8,6,6,4,4,2,3.874079166,0,541,0,ACCT
763,8,8,5,8,4,10,2,3.738756147,0,525,1,MGMT
764,8,8,6,5,4,2,2,3.522972154,0,358,0,MKTG
765,8,8,6,6,6,2,0,3.550326293,0,649,0,MKTG
766,8,6,5,5,4,4,0,3.204955328,0,366,0,FIN
767,8,10,6,8,6,8,0,3.994829438,0,545,1,I S
768,8,10,6,6,6,2,0,2.976689429,1,436,0,ACCT
769,8,8,6,8,6,2,0,3.007890217,0,491,1,MKTG
770,8,12,6,8,6,3,0,4.001779952,0,544,0,MGMT
771,8,10,6,8,6,4,0,3.163910728,0,412,0,ACCT
772,0,0,0,0,0,0,0,3.95474404,1,461,0,FIN
773,8,8,5,8,6,2,1,2.933053544,1,450,0,MGMT
774,5,2,5,5,5,10,0,3.806568273,0,360,0,FIN
775,8,10,6,8,6,2,2,3.459342011,1,552,0,MKTG
776,8,6,8,7,6,2,8,2.705624238,1,561,1,FIN
777,8,10,6,8,6,4,0,3.113310322,0,542,1,FIN
778,8,6,6,4,4,2,4,3.603439457,0,420,0,I S
779,8,10,6,6,8,4,2,4.136440717,0,512,1,MGMT
780,8,9,6,6,6,3,0,3.829478896,0,498,1,ACCT
781,8,10,8,8,6,2,0,2.850455761,0,563,1,MKTG
782,8,6,6,6,6,2,0,3.013439582,0,391,0,FIN
783,8,10,6,6,6,5,2,3.549702887,1,447,0,ACCT
784,8,8,8,6,4,2,0,3.607070768,0,470,0,MKTG
785,8,10,9,16,10,5,4,3.570482806,1,527,1,ACCT
786,8,10,6,5,4,2,2,3.497219768,1,352,0,I S
787,8,10,6,8,6,2,0,3.80355357,0,398,0,MGMT
788,8,7,5,8,6,2,1,3.786797164,1,411,0,FIN
789,8,8,6,8,6,2,0,3.721308851,0,530,1,MGMT
790,8,8,6,8,6,2,0,2.955914533,1,487,1,FIN
791,8,8,8,6,6,4,4,3.697540274,0,512,0,FIN
792,8,8,6,6,4,2,0,3.35490961,1,437,1,MGMT
793,8,8,7,6,8,5,0,3.911861534,0,564,1,MKTG
794,8,10,5,8,4,3,2,3.671410977,1,382,0,MGMT
795,8,10,6,6,4,2,5,3.883617226,0,509,0,MGMT
796,8,7,11,6,4,2,2,2.649986062,0,572,0,ACCT
797,8,8,6,8,6,2,2,3.447737125,0,491,0,ACCT
798,8,8,6,5,6,8,2,3.280721034,1,629,0,MKTG
799,8,6,6,10,8,8,0,3.284602992,1,452,0,FIN
800,8,6,5,4,4,5,3,3.471983268,0,440,0,MGMT
801,8,10,6,8,6,10,0,2.927278578,1,448,0,MKTG
802,8,6,7,4,6,3,3,3.116195534,1,430,0,ACCT
803,8,6,8,6,6,2,0,2.454167108,1,426,0,I S
804,12,14,6,6,4,2,2,3.289908805,0,378,0,ACCT
805,8,10,6,10,8,2,1,2.907303382,0,474,1,FIN
806,8,8,7,5,6,3,3,3.136241572,1,418,0,ACCT
807,8,8,6,7,4,2,2,3.333754561,0,425,0,MKTG
808,8,6,5,6,4,2,5,2.811221085,1,528,0,MKTG
809,8,12,7,8,8,8,2,4.032936831,0,631,0,MGMT
810,8,8,6,6,6,4,0,2.797703542,0,472,0,MGMT
811,0,0,0,0,0,0,0,3.574713943,1,537,1,MKTG
812,8,8,11,7,4,4,2,4.384124534,0,466,0,FIN
813,8,8,5,7,6,4,2,3.041926812,1,613,0,MGMT
814,10,8,6,10,4,2,4,3.276633993,0,494,0,FIN
815,8,8,5,4,4,5,3,2.899643053,1,509,0,MKTG
816,8,6,6,8,6,13,0,3.10072543,0,496,1,MGMT
817,8,6,5,4,4,15,3,2.269522184,1,607,0,MGMT
818,8,6,6,8,4,5,2,2.980221578,0,380,0,MGMT
819,8,8,6,4,8,2,1,3.20372106,1,390,0,MGMT
820,8,8,8,8,6,14,0,3.975268548,0,578,1,FIN
821,8,6,6,4,4,5,0,3.175720655,0,417,0,I S
822,8,6,6,8,6,4,0,2.952341243,0,561,0,ACCT
823,8,10,4,8,6,4,4,3.711817001,0,531,1,MGMT
824,8,7,5,6,6,3,1,3.208451741,0,422,0,FIN
825,8,8,6,8,6,4,2,4.240560226,0,513,0,ACCT
826,8,8,6,8,6,4,0,4.056378134,0,616,1,MKTG
827,8,8,5,8,4,2,2,3.416913014,1,432,0,I S
828,8,7,5,4,4,4,2,3.080389984,1,427,0,MGMT
829,8,7,6,5,6,2,0,3.078354283,1,420,1,FIN
830,8,8,6,8,4,4,2,3.737111551,0,716,0,MGMT
831,8,6,6,8,6,2,2,2.800375834,0,556,0,MKTG
832,8,8,6,8,6,6,0,2.854815004,1,474,0,MKTG
833,8,10,6,4,4,4,2,3.468192724,1,469,0,FIN
834,8,10,6,8,4,10,0,4.447484084,0,603,1,ACCT
835,8,8,6,8,6,4,0,3.792151335,0,429,0,MGMT
836,8,10,6,6,12,2,2,3.598637172,0,608,1,MKTG
837,8,10,6,6,6,2,2,3.205709584,0,558,1,MKTG
838,8,10,6,8,6,3,2,3.836822645,0,558,0,MGMT
839,8,10,8,6,8,2,3,3.170101251,1,429,0,I S
840,8,10,6,6,6,10,0,3.106454938,0,477,1,ACCT
